@id,@type,name,@lat,@lon
917788265,node,ファミリーマート,35.8486117,139.8519951
917805479,node,ファミリーマート,35.8467619,139.8513361
918416721,node,セブン-イレブン,35.5805486,139.5586046
918554286,node,ファミリーマート,35.5789827,139.5597895
925073886,node,ローソン,35.7963108,139.9018067
926529439,node,ファミリーマート,35.6103822,139.5912072
926577318,node,セブン-イレブン,35.6150131,139.5769698
926616490,node,ファミリーマート,35.7054264,139.6522916
926620573,node,ファミリーマート,35.7098707,139.6551217
928138080,node,セブン-イレブン,35.7184649,139.6541179
928148260,node,ファミリーマート,35.7188216,139.6527468
928464998,node,ローソン,35.7369561,139.6554163
931783670,node,ファミリーマート,35.7853035,139.9003665
934697401,node,セブンイレブン (Seven-eleven),35.8652225,139.8448609
934905551,node,セブン-イレブン,35.7847189,139.8995502
936512156,node,ローソン,35.6709890,139.5976580
938504582,node,セブン-イレブン,35.5726791,139.6318159
940969387,node,ローソン,35.7597974,139.6788483
941302622,node,セブン-イレブン,35.7645188,139.6777880
943373779,node,ミニストップ,35.5349470,139.6899527
943426651,node,セブン-イレブン,35.5349576,139.6929994
944741372,node,セブン-イレブン,35.8409012,139.8613498
945129666,node,セブン-イレブン 横浜鶴見大学前店,35.5067751,139.6747550
945264101,node,ローソン・スリーエフ,35.5049472,139.6847687
945892416,node,ファミリーマート,35.5103968,139.6818395
951385786,node,セブン-イレブン,35.6536673,139.6340518
951496437,node,ファミリーマート,35.5944534,139.5705118
951562763,node,ファミリーマート,35.5930185,139.5946121
953308792,node,セブン-イレブン 松戸高砂通り店,35.7858050,139.8994434
953712769,node,セブン-イレブン,35.5744028,139.6463654
954005429,node,セブン-イレブン,35.8098329,139.8423934
954736453,node,ローソン・スリーエフ,35.6831936,139.9155966
961344407,node,ファミリーマート,35.6428536,139.6088554
961344429,node,ファミリーマート,35.6432761,139.6081970
962564550,node,セブン-イレブン,35.5769766,139.6505174
962602253,node,セブン-イレブン,35.5365974,139.5885495
965568590,node,ファミリーマート,35.7033132,139.5776310
966025264,node,セブン-イレブン,35.5651540,139.6481782
966025267,node,ローソンストア100,35.5651148,139.6446086
968501316,node,ローソン,35.7583368,139.7372476
979091067,node,ファミリーマート,35.5653465,139.6529029
980913716,node,ファミリーマート,35.6322915,139.5783059
981888169,node,ローソン,35.6681691,139.6756689
982153248,node,みんなのイチバ,35.7016636,139.5819940
986313756,node,ファミリーマート,35.8872860,139.9241343
986424789,node,ファミリーマート,35.6874252,139.5996421
988793516,node,ファミリーマート,35.6865463,139.6136797
989291902,node,ファミリーマート,35.6991917,139.7452190
989987637,node,セブン-イレブン,35.5676441,139.6543901
990952280,node,セブン-イレブン,35.6486438,139.7364815
991415472,node,セブン-イレブン,35.7040698,139.6171104
992577008,node,ローソン,35.7048075,139.7743291
992577010,node,NewDays,35.7067058,139.7745127
994299896,node,兵庫屋,35.6481083,139.7248343
994751560,node,セブン-イレブン,35.7242754,139.6157704
995971430,node,ファミリーマート,35.5286684,139.6985409
995981121,node,セブン-イレブン,35.5724858,139.6562077
997873846,node,ローソン,35.6085273,139.6702208
999625892,node,セブン-イレブン,35.5743158,139.5501089
